type,category,subcategory,priority,message
disaster,structure_damage,light,4,help!!. minor damage to building. Requesting immediate response.
medical,medical,illness,2,Need paramedics now. food poisoning suspected. responsive. gasping for air. severe. hurry pls.
disaster,utility,water_outage,2,hlp pls. no running water. pipes dry no water. Waiting for assistance.
disaster,infrastructure_damage,road,5,anybody there. road collapsed. Please respond.
disaster,utility,water_outage,2,urgent. pipes dry. send someone quick.
medical,medical,illness,2,medical situation bad. difficulty breathing. unresponsive. difficulty breathing. urgent. Please send ambulance immediately.
disaster,supply_request,food,3,Urgent situation here. need food bad. no food left. Need help now.
medical,medical,light_bleeding,3,somebody hurt help. slight bleeding. Patient is senior citizen. semi-conscious. shallow breathing. send paramedics rn.
disaster,flooding,flash_flood,1,Requesting immediate help. water rushing in fast. flood coming quick. Need help now.
disaster,evacuation,voluntary,5,Requesting immediate help. should we evacuate?. need immediate response.
medical,medical,illness,2,We need help. guy real sick. Patient is young adult. situation deteriorating rapidly. Please hurry.
medical,medical,heavy_bleeding,1,We need help. hemorrhaging. responsive. need help asap.
medical,medical,injury,1,Need paramedics now. serious injury occurred. Patient is child. not breathing. send paramedics rn.
medical,medical,illness,2,medical situation bad. stroke symptoms. send help now.
medical,medical,unconscious,2,somebody hurt help. unconcious not breathing. Patient is teenager. condition getting worse. Need emergency medical services.
medical,medical,unconscious,2,need paramedic quick. lost conciousness. disoriented. shallow breathing. Please send ambulance immediately.
medical,medical,heavy_bleeding,1,pls help. bleeding wont stop. Patient is middle-aged person. situation bad. need help asap.
disaster,missing_person,elderly,1,Urgent situation here. senior citizen wandered off. old person missing. hurry pls.
disaster,utility,power_outage,4,Mayday mayday. power is out. Requesting immediate response.
disaster,flooding,house_flooding,2,Mayday mayday. house filling with water. home flooding. send help quick.
medical,medical,injury,1,need paramedic quick. dude fell n hurt bad. confused. super urgent. Need medical help urgently.
disaster,fire,wildfire,1,theres emergency. massive wildfire spreading fast. pls send help asap.
disaster,supply_request,clothing,4,urgent help needed. need cloths. Please send help immediately.
disaster,other,,,urgent help needed. waiting for help.
medical,medical,injury,1,pls help. sports injury. Patient is teenager. confused. time sensitive hurry. need ambulance quick.
medical,medical,heavy_bleeding,1,Someone is hurt!. hemorrhaging. Patient is adult male. urgent. Send help right away.
disaster,evacuation,mandatory,1,This is an emergency. ordered to leave area. evacuation order. waiting for help.
medical,medical,light_bleeding,3,Requesting immediate medical help. superficial bleeding. Patient is adult female. needs immediate attention. need ambulance quick.
disaster,evacuation,voluntary,5,Help help. planning to leave. should we evacuate. Need help now.
medical,medical,illness,2,Urgent medical situation here. can't breathe properly. super urgent. send help now.
disaster,structure_damage,severe,1,Requesting immediate help. building collapsed. pls send help asap.
disaster,trapped,under_debris,1,mayday. cant get out under rubble. trapped under rubble. Requesting immediate response.
disaster,evacuation,voluntary,5,We need help. considering evacuation. need immediate response.
medical,medical,illness,2,Please help!. allergic shock or smth. Patient is teenager. Send help right away.
disaster,infrastructure_damage,other,4,Anyone there?. infrastructure damage. waiting for help.
disaster,evacuation,voluntary,5,help us. should we evacuate. should we evacuate?. need immediate response.
disaster,trapped,in_vehicle,2,hlp pls. cant get out vehicle. over n out.
medical,medical,light_bleeding,3,We need help. small wound bleeding. Patient is elderly woman. difficulty breathing. help needed urgent.
medical,medical,unconscious,2,Requesting immediate medical help. won't wake up. Patient is elderly man. responsive. time sensitive. hurry pls.
disaster,other,,,This is an emergency. need immediate response.
medical,medical,unconscious,2,Need paramedics now. got knocked out. Patient is young adult. need ems.
medical,medical,heavy_bleeding,1,Need paramedics now. bleeding out. Patient is senior citizen. alert and conscious. getting worse. pls send ambulance asap.
disaster,fire,wildfire,1,Please help!. big wildfire spreading fast. waiting for help.
disaster,evacuation,voluntary,5,SOS. preparing to evacuate help. send someone quick.
medical,medical,light_bleeding,3,Help help. light blood loss. Patient is elderly man. in and out of consciousness. send amb now.
medical,medical,light_bleeding,3,Requesting immediate medical help. minor laceration. send help now.
disaster,missing_person,adult,2,pls help. cant find family member. missing person. send emergency services.
disaster,infrastructure_damage,utility,2,Mayday mayday. power lines down. pls send help asap.
disaster,supply_request,water,2,mayday. no clean h2o. send help quick.
medical,medical,illness,2,Emergency!. guy not breathing right. Patient is elderly woman. severe. come quick.
medical,medical,injury,1,Help help. serious injury occurred. rapid breathing. Need emergency medical services.
disaster,utility,power_outage,4,We need help. no power. Please respond.
disaster,fire,vehicle_fire,3,This is an emergency. car in flames on road. respond asap.
disaster,utility,water_outage,2,help!!. no running h2o. hurry pls.
disaster,utility,gas_leak,1,urgent help needed. gas leak here. smell gas everywhere. Waiting for assistance.
medical,medical,heavy_bleeding,1,help!!. profuse bleeding. Patient is teenager. confused. rapid breathing. Send someone as fast as possible.
medical,medical,light_bleeding,3,Requesting immediate medical help. minor injury with bleeding. Patient is young adult. life threatening. come quick.
medical,medical,heavy_bleeding,1,send amb pls. loosing blood. Patient is adult male. hurry pls. time critical.
medical,medical,unconscious,2,Need urgent medical assistance!. blacked out on ground. Patient is middle-aged person. labored breathing. immediate action needed. immediate response needed.
medical,medical,illness,2,SOS. severe abdominal pain. send someone plz.
disaster,fire,vehicle_fire,3,Need urgent assistance!. car in flames on road. send someone quick.
disaster,utility,power_outage,4,This is an emergency. power is out. blackout. Waiting for assistance.
disaster,supply_request,food,3,Urgent situation here. starving here. pls respond.
disaster,fire,wildfire,1,Urgent situation here. wild fire approaching. respond asap.
medical,medical,injury,1,urgent hlp needed. car accident injuries. Patient is adult female. gasping for air. getting worse. immediate response needed.
disaster,utility,power_outage,4,Requesting immediate help. complete blackout. blackout. Over and out.
medical,medical,unconscious,2,Requesting immediate medical help. no response at all. confused. not breathing. getting worse. come quick.
medical,medical,injury,1,Please help!. got hurt fr. Patient is adult male. critical condition. send someone plz.
disaster,fire,wildfire,1,Emergency!. forest fire heading towards us. flames coming our way. hurry pls.
medical,medical,injury,1,guy need help bad. hurt in sports thing. responsive. stopped breathing. situation deteriorating rapidly. need ambulance quick.
disaster,evacuation,mandatory,1,SOS. told to evacuate immediately. must evacuate now. Please send help immediately.
medical,medical,unconscious,2,Medical emergency!. not breathing properly and unconscious. time sensitive hurry. need medical help bad.
medical,medical,unconscious,2,hlp. fainted. real bad. need medical help bad.
disaster,flooding,house_flooding,2,Need urgent assistance!. water thru doors. Send emergency services.
medical,medical,light_bleeding,3,need help asap. slight bleeding. Patient is teenager. difficulty breathing. situation deteriorating rapidly. respond asap.
medical,medical,illness,2,Urgent medical situation here. diabetic emergency. Patient is teenager. not breathing. situation deteriorating rapidly. send help now.
medical,medical,injury,1,emergency pls send help. serious injury occurred. stopped breathing. pls send ambulance asap.
disaster,evacuation,voluntary,5,theres emergency. should we evacuate. need immediate response.
disaster,structure_damage,moderate,2,SOS. building partial collapse. Send emergency services.
disaster,fire,vehicle_fire,3,pls help. truck caught fire bad. vehicle burning bad. Send someone quickly.
medical,medical,illness,2,need help asap. person feeling extremely ill. Patient is elderly man. respond asap.
medical,medical,unconscious,2,urgent hlp needed. lost consciousness. Patient is adult female. disoriented. shallow breathing. send someone plz.
disaster,fire,structural_fire,2,emergency help. theres fire in the building. house burning down. Please respond.
medical,medical,illness,2,need paramedic quick. allergic shock or smth. Patient is child. severe. need ems.
medical,medical,heavy_bleeding,1,somebody hurt help. critical bleeding. severe. send amb now.
medical,medical,injury,1,help plz. dude fell n hurt bad. Patient is senior citizen. responsive. not breathing. critical. need ems.
disaster,utility,gas_leak,1,This is an emergency. smells like gas bad. send help quick.
disaster,flooding,street_flooding,3,This is an emergency. can't get out due to flooded roads. send emergency services.
medical,medical,heavy_bleeding,1,Urgent medical situation here. lost alot of blood. responsive. really urgent. need medical help bad.
disaster,evacuation,mandatory,1,theres emergency. must evacuate asap. forced to evacuate. waiting for help.
medical,medical,light_bleeding,3,Please help!. small wound bleeding. Patient is child. Please respond quickly.
medical,medical,injury,1,Urgent medical situation here. guy hurt real bad. Patient is young adult. semi-conscious. pls respond quick.
disaster,flooding,street_flooding,3,anybody there. cant get out flooded roads. waiting for help.
disaster,fire,wildfire,1,Please help!. big wildfire spreading fast. Requesting immediate response.
medical,medical,injury,1,Someone is hurt!. accident victim injured. in and out of consciousness. condition getting worse. Send help right away.
disaster,supply_request,food,3,urgent help needed. need food bad. need help rn.
disaster,infrastructure_damage,utility,2,emergency help. utility poles down. infrastructure destroyed. pls send help asap.
disaster,evacuation,voluntary,5,urgent. planning 2 leave. over n out.
medical,medical,unconscious,2,Help help. collapsed and unconscious. Patient is teenager. alert and conscious. Waiting for medical assistance.
disaster,infrastructure_damage,other,4,Emergency!. facility destroyed. comm towers down. help needed now.
medical,medical,illness,2,Emergency!. stroke symptoms. needs immediate attention. need help asap.
medical,medical,heavy_bleeding,1,Requesting immediate medical help. profuse bleeding. Patient is elderly man. semi-conscious. stopped breathing. immediate action needed. need help asap.
disaster,other,,,Requesting immediate help. Please respond.
medical,medical,unconscious,2,Requesting immediate medical help. not breathing good n unconscious. severe. send paramedics rn.
disaster,evacuation,mandatory,1,need assistance rn. evacuation order. hurry pls.
medical,medical,injury,1,send amb pls. hurt in sports thing. unresponsive. Send someone as fast as possible.
medical,medical,light_bleeding,3,medical emerg. bleeding from minor wound. Patient is adult male. difficulty breathing. pls send ambulance asap.
disaster,utility,power_outage,4,help!!. no power. electrical grid down. send emergency services.
disaster,structure_damage,light,4,help needed asap. roof damaged. Please respond.
disaster,flooding,street_flooding,3,emergency help. water on all the roads. street covered in water. need help rn.
disaster,other,,,Requesting immediate help. Requesting immediate response.
medical,medical,illness,2,guy need help bad. very high fever. unresponsive. pls hurry.
medical,medical,light_bleeding,3,medical situation bad. cut needs stitches. unresponsive. critical condition. pls hurry.
medical,medical,illness,2,SOS. fever crazy high. Patient is elderly woman. time sensitive. hurry pls.
disaster,evacuation,mandatory,1,Need urgent assistance!. evacuation order. told evacuate now. waiting for help.
medical,medical,unconscious,2,send amb pls. person passed out. Patient is senior citizen. disoriented. real bad. Please hurry.
medical,medical,unconscious,2,Someone is hurt!. not responding. Patient is middle-aged person. shallow breathing. situation bad. pls hurry.
medical,medical,injury,1,help plz. dude fell n hurt bad. Patient is infant. labored breathing. waiting 4 help.
medical,medical,heavy_bleeding,1,Medical emergency!. bleeding won't stop. Patient is teenager. critical. send paramedics rn.
disaster,missing_person,elderly,1,urgent. cant find elderly relative. can't find elderly relative. send someone quick.
medical,medical,heavy_bleeding,1,omg need help. bleeding severely from wound. Patient is adult male. getting worse fast. need help asap.
medical,medical,illness,2,send amb pls. cant breath good. Patient is elderly woman. semi-conscious. help needed urgent.
medical,medical,heavy_bleeding,1,Emergency!. blood loss. semi-conscious. not breathing. need attention now. respond asap.
medical,medical,heavy_bleeding,1,somebody hurt help. loosing blood. Patient is senior citizen. critical. Requesting immediate medical response.
disaster,supply_request,clothing,4,Urgent situation here. need warm clothing. over n out.
medical,medical,light_bleeding,3,omg need help. cut needs stitches. confused. pls hurry.
disaster,other,,,Please help!. hurry pls.
disaster,other,,,urgent. send someone quick.
medical,medical,illness,2,Someone is hurt!. difficulty breathing. gasping for air. Requesting immediate medical response.
medical,medical,illness,2,medical situation bad. fever crazy high. its bad. Need emergency medical services.
medical,medical,light_bleeding,3,theres emergency here. light blood loss. Patient is senior citizen. difficulty breathing. Time is critical.
medical,medical,heavy_bleeding,1,Someone is hurt!. so much bleeding idk what to do. Patient is elderly woman. semi-conscious. need help now. Please hurry.
disaster,flooding,street_flooding,3,emergency help. streets underwater. Please send help immediately.
medical,medical,unconscious,2,need paramedic quick. going in n out of conciousness. need attention now. immediate response needed.
medical,medical,heavy_bleeding,1,medical emerg. bleeding from head bad. Patient is child. disoriented. Please hurry.
disaster,flooding,house_flooding,2,help needed asap. water in the house. water thru doors. Waiting for assistance.
medical,medical,unconscious,2,Need paramedics now. going in n out of conciousness. Patient is teenager. disoriented. Send paramedics now.
disaster,supply_request,other,,Requesting immediate help. need emergency suplies. Over and out.
disaster,fire,structural_fire,2,Help help. apartment complex on fire. Please send help immediately.
medical,medical,illness,2,Medical emergency!. asthma attack cant breathe. Patient is young adult. alert and conscious. severe. pls respond quick.
disaster,infrastructure_damage,utility,2,Need urgent assistance!. water main broken. power lines fell. Please send help immediately.
disaster,fire,structural_fire,2,Anyone there?. apt complex burning. house burning down. Waiting for assistance.
medical,medical,unconscious,2,Urgent medical situation here. she fainted. Patient is teenager. Requesting immediate medical response.
medical,medical,illness,2,Urgent medical situation here. chest pains. condition getting worse. immediate response needed.
medical,medical,unconscious,2,need ambulance rn. drifting in and out of consciousness. Patient is infant. unresponsive. labored breathing. urgent asap. need ambulance quick.
disaster,fire,vehicle_fire,3,emergency help. truck caught fire. Waiting for assistance.
disaster,structure_damage,moderate,2,theres emergency. significant building damage. moderate damage. Send emergency services.
medical,medical,heavy_bleeding,1,We need help. person bleeding alot. alert and conscious. send paramedics rn.
medical,medical,unconscious,2,help plz. barely conscious. Patient is elderly man. in and out of consciousness. difficulty breathing. condition worsening. send paramedics rn.
disaster,missing_person,child,1,theres emergency. cant find my kid. over n out.
disaster,utility,gas_leak,1,Requesting immediate help. gas line broke. send help quick.
disaster,missing_person,child,1,pls help. can't find my child. hurry pls.
medical,medical,injury,1,urgent hlp needed. broke his leg i think. Patient is adult male. send amb now.
medical,medical,light_bleeding,3,SOS. minor laceration. breathing normally. Waiting for medical assistance.
medical,medical,light_bleeding,3,pls help. scrape bleeding a little. Patient is elderly woman. alert and conscious. situation deteriorating rapidly. Send help right away.
medical,medical,heavy_bleeding,1,somebody hurt help. heavy bleeding. life threating. need ems.
disaster,fire,wildfire,1,SOS. wildfire out of control. Over and out.
disaster,missing_person,elderly,1,help us. can't find elderly relative. senior citizen wandered off. Send someone quickly.
disaster,utility,water_outage,2,Anyone there?. no running h2o. water system fail. over n out.
medical,medical,unconscious,2,need paramedic quick. lying unconscious. Patient is adult male. confused. urgent. need ambulance quick.
medical,medical,illness,2,medical situation bad. chest pain bad. Patient is young adult. unconscious. really urgent. send someone plz.
medical,medical,unconscious,2,Need urgent medical assistance!. person not waking up. Patient is elderly woman. severe. need medical help bad.
medical,medical,heavy_bleeding,1,need paramedic quick. arterial bleed. confused. labored breathing. Please hurry.
medical,medical,unconscious,2,help plz. unconcious not breathing. Patient is young adult. critical. Please respond quickly.
disaster,fire,structural_fire,2,Mayday mayday. smoke from roof. Send someone quickly.
medical,medical,light_bleeding,3,SOS. minor injury with bleeding. Patient is infant. semi-conscious. Waiting for medical assistance.
disaster,other,,,help needed asap. pls send help asap.
disaster,evacuation,voluntary,5,SOS. preparing to evacuate help. Over and out.
medical,medical,injury,1,theres emergency here. back hurts real bad. pls respond quick.
disaster,flooding,street_flooding,3,need assistance rn. roads are flooded. Send someone quickly.
medical,medical,light_bleeding,3,pls help. small wound bleeding. Patient is young adult. confused. breathing normally. extremely urgent. hurry pls.
medical,medical,unconscious,2,Requesting immediate medical help. unconscious but breathing. stopped breathing. send someone fast pls.
disaster,trapped,under_debris,1,Anyone there?. trapped beneath the wreckage. pls send help asap.
disaster,infrastructure_damage,utility,2,Please help!. infrastructure destroyed. water main broken. pls respond.
disaster,fire,wildfire,1,Emergency!. fire jumping from tree to tree. wildfire approaching our area. Requesting immediate response.
disaster,evacuation,mandatory,1,This is an emergency. ordered leave area. Send someone quickly.
medical,medical,unconscious,2,Emergency!. person passed out. Patient is elderly man. confused. time sensitive. help needed urgent.
disaster,trapped,in_building,1,Requesting immediate help. trapped help. stuck in building. help needed now.
medical,medical,light_bleeding,3,omg need help. slight bleeding. stopped breathing. extremely urgent. need ems.
medical,medical,injury,1,somebody hurt help. got hurt fr. Patient is adult female. confused. Waiting for medical assistance.
medical,medical,unconscious,2,We need help. no response at all. Patient is infant. Send help right away.
medical,medical,heavy_bleeding,1,Emergency!. heavy bleeding. alert and conscious. shallow breathing. urgent asap. hurry pls.
medical,medical,injury,1,medical situation bad. accident victim injured. Patient is senior citizen. urgent. pls hurry.
disaster,other,,,Urgent situation here. hurry pls.
medical,medical,heavy_bleeding,1,urgent hlp needed. bleeding bad from wound. Patient is elderly woman. send someone fast pls.
disaster,structure_damage,light,4,mayday. some cracks in walls. cracks in walls. hurry pls.
medical,medical,unconscious,2,medical situation bad. blacked out on ground. Need emergency medical services.
medical,medical,light_bleeding,3,Please help!. minor laceration. respond asap.
disaster,flooding,house_flooding,2,This is an emergency. house is flooding. home flooding. Waiting for assistance.
disaster,evacuation,mandatory,1,need assistance rn. have to evacuate now. Send emergency services.
medical,medical,unconscious,2,emergency pls send help. she fainted. Patient is elderly woman. confused. difficulty breathing. severe. send help now.
disaster,utility,gas_leak,1,mayday. gas line broken. strong gas smell. respond asap.
medical,medical,heavy_bleeding,1,Urgent medical situation here. severe bleeding. Patient is adult male. time sensitive hurry. Time is critical.
disaster,trapped,in_vehicle,2,Mayday mayday. trapped in car. Send someone quickly.
medical,medical,unconscious,2,Medical emergency!. lost consciousness. gasping for air. condition worsening. Need emergency medical services.
medical,medical,heavy_bleeding,1,medical situation bad. critical bleeding. Patient is adult female. confused. Send paramedics now.
disaster,other,,,SOS. send help quick.
medical,medical,light_bleeding,3,Help help. light blood loss. Patient is adult female. disoriented. come quick.
medical,medical,light_bleeding,3,somebody hurt help. minor injury with bleeding. Patient is elderly man. confused. critical. respond asap.
disaster,evacuation,mandatory,1,SOS. told to evacuate immediately. over n out.
medical,medical,injury,1,need ambulance rn. someones hurt idk how bad. unconscious. gasping for air. critical. send paramedics rn.
medical,medical,injury,1,SOS. somebody got hurt. difficulty breathing. send amb now.
medical,medical,injury,1,theres emergency here. sustained an injury. Patient is adult female. unresponsive. not breathing. need medical help bad.
medical,medical,heavy_bleeding,1,Please help!. bleeding out. condition worsening. need help asap.
medical,medical,light_bleeding,3,theres emergency here. bleeding from minor wound. difficulty breathing. need attention now. pls send ambulance asap.
disaster,missing_person,adult,2,hlp pls. person disappeared idk where. person missing. hurry pls.
disaster,missing_person,child,1,help needed asap. cant find my kid. cant find child anywhere. hurry pls.
disaster,supply_request,clothing,4,theres emergency. need clothes. clothing destroyed. send help quick.
medical,medical,injury,1,guy need help bad. got hurt badly. Patient is young adult. waiting 4 help.
disaster,structure_damage,severe,1,Need urgent assistance!. building collapsed help. total failure. Waiting for assistance.
medical,medical,injury,1,need paramedic quick. he fell got hurt. its bad. respond asap.
disaster,trapped,under_debris,1,Need urgent assistance!. cant get out under rubble. can't get out from under debris. pls send help asap.
medical,medical,heavy_bleeding,1,need paramedic quick. blood everywhere. unconscious. Requesting immediate medical response.
medical,medical,light_bleeding,3,urgent hlp needed. small wound bleeding. Patient is child. disoriented. labored breathing. condition worsening. need ems.
disaster,infrastructure_damage,bridge,3,SOS. bridge collapse. bridge damaged and unstable. Please send help immediately.
disaster,infrastructure_damage,utility,2,SOS. utility poles fallen. need immediate response.
disaster,evacuation,mandatory,1,omg help. ordered to leave area. evacuation order issued. Please send help immediately.
disaster,structure_damage,moderate,2,pls help. walls cracking badly. Requesting immediate response.
disaster,other,,,hlp pls. over n out.
disaster,utility,power_outage,4,theres emergency. no power. Send emergency services.
medical,medical,illness,2,pls help. allergic reaction. unconscious. rapid breathing. respond asap.
medical,medical,unconscious,2,guy need help bad. unconcious but breathing. situation bad. send someone plz.
medical,medical,light_bleeding,3,send amb pls. small cut bleeding. Patient is elderly woman. really urgent. immediate response needed.
disaster,infrastructure_damage,other,4,urgent. infrastructure damage. towers down. pls send help asap.
medical,medical,injury,1,Requesting immediate medical help. person has been injured. Patient is elderly woman. respond asap.
disaster,trapped,in_building,1,We need help. stuck in building. Send someone quickly.
medical,medical,injury,1,Requesting immediate medical help. multiple injuries. responsive. not breathing. Requesting immediate medical response.
disaster,utility,water_outage,2,emergency help. water out. pls respond.
medical,medical,heavy_bleeding,1,omg need help. so much blood. Patient is infant. confused. difficulty breathing. Need emergency medical services.
medical,medical,injury,1,urgent hlp needed. work accident hurt. Please send ambulance immediately.
medical,medical,illness,2,Please help!. seizure happening. semi-conscious. come quick.
medical,medical,illness,2,Need urgent medical assistance!. difficulty breathing. Patient is teenager. send amb now.
disaster,other,,,help!!. send help quick.
disaster,flooding,street_flooding,3,Requesting immediate help. water on all the roads. send emergency services.
disaster,structure_damage,severe,1,theres emergency. building fell. trapped under rubble. pls respond.
disaster,missing_person,adult,2,mayday. can't locate family member. person gone missing. need help rn.
disaster,evacuation,mandatory,1,urgent. told evacuate now. evacuation order. Send emergency services.
medical,medical,heavy_bleeding,1,need help asap. profuse bleeding. Patient is infant. Send help right away.
disaster,infrastructure_damage,utility,2,anybody there. power lines fell. Over and out.
medical,medical,light_bleeding,3,Someone is hurt!. minor laceration. severe. Send help right away.
medical,medical,injury,1,hlp. arm broke or smth. Patient is adult male. hurry pls. respond asap.
medical,medical,unconscious,2,Need urgent medical assistance!. blacked out on ground. Patient is middle-aged person. semi-conscious. time sensitive hurry. send help now.
medical,medical,light_bleeding,3,need help asap. bleeding controlled but needs attention. Patient is teenager. gasping for air. hurry pls. send amb now.
medical,medical,illness,2,need ambulance rn. chest pains. Patient is child. shallow breathing. urgent asap. respond asap.
medical,medical,unconscious,2,pls help. got knocked out. Requesting immediate medical response.
medical,medical,injury,1,Requesting immediate medical help. arm broke or smth. Need emergency medical services.
disaster,trapped,in_vehicle,2,help needed asap. trapped in the vehicle. trapped vehicle. over n out.
disaster,other,,,Emergency!. Send emergency services.
disaster,trapped,under_debris,1,Need urgent assistance!. trapped under stuff help. cant get out under rubble. help needed now.
disaster,supply_request,other,,Need urgent assistance!. need emergency suplies. need basic stuff. Send someone quickly.
medical,medical,injury,1,need help asap. injured in a fall. Patient is child. not breathing. immediate action needed. Send someone as fast as possible.
disaster,missing_person,elderly,1,need help now. elderly missing. Send emergency services.
disaster,structure_damage,severe,1,theres emergency. building collapsed. total structural failure. Requesting immediate response.
medical,medical,light_bleeding,3,Medical emergency!. small cut bleeding. Patient is middle-aged person. semi-conscious. life threating. need medical help bad.
medical,medical,light_bleeding,3,medical emerg. small cut bleeding. Patient is elderly woman. alert and conscious. hurry pls. waiting 4 help.
medical,medical,unconscious,2,pls help. she fainted. Patient is young adult. situation deteriorating rapidly. Please send ambulance immediately.
disaster,utility,gas_leak,1,Please help!. strong gas odor. gas line broken. over n out.
disaster,structure_damage,severe,1,Anyone there?. building collapse. pls respond.
disaster,utility,power_outage,4,need help now. complete blackout. send someone quick.
medical,medical,light_bleeding,3,help!!. bleeding controlled but needs attention. unresponsive. extremely urgent. immediate response needed.
disaster,utility,gas_leak,1,Mayday mayday. gas leak in the area. gas odor strong. Send emergency services.
disaster,flooding,flash_flood,1,help!!. sudden flood waters rising. help needed now.
disaster,evacuation,voluntary,5,need assistance rn. need to evacuate maybe. should we evacuate?. send emergency services.
medical,medical,unconscious,2,guy need help bad. person is unconscious. Patient is elderly woman. confused. time critical.
medical,medical,illness,2,SOS. having seizure. Patient is elderly woman. disoriented. getting worse fast. need medical help bad.
medical,medical,unconscious,2,omg need help. drifting in and out of consciousness. situation deteriorating rapidly. pls hurry.
disaster,fire,wildfire,1,help!!. flames spreading across the hillside. respond asap.
medical,medical,unconscious,2,We need help. completely unresponsive. gasping for air. hurry pls.
disaster,evacuation,mandatory,1,Help help. evacuation order. Over and out.
disaster,other,,,SOS. pls respond.
disaster,utility,water_outage,2,Anyone there?. no water. Send emergency services.
disaster,flooding,street_flooding,3,need help now. roads are flooded. send help quick.
medical,medical,injury,1,medical emerg. injured in an accident. Patient is middle-aged person. pls respond quick.
disaster,structure_damage,moderate,2,Help help. big building damage. Send someone quickly.
medical,medical,illness,2,medical situation bad. someone is very sick. semi-conscious. stopped breathing. urgent asap. need medical help bad.
disaster,structure_damage,moderate,2,Emergency!. walls cracking bad. Please send help immediately.
disaster,infrastructure_damage,other,4,Requesting immediate help. towers down. infrastructure damage. send help quick.
disaster,other,,,urgent. Please send help immediately.
medical,medical,heavy_bleeding,1,emergency pls send help. profuse bleeding. Patient is teenager. situation deteriorating rapidly. respond asap.
medical,medical,heavy_bleeding,1,We need help. hemorrhaging. Patient is middle-aged person. immediate response needed.
medical,medical,heavy_bleeding,1,Someone is hurt!. so much blood. Patient is child. labored breathing. Waiting for medical assistance.
disaster,supply_request,clothing,4,help us. clothes destroyed. need cloths. need help rn.
medical,medical,unconscious,2,need paramedic quick. barely concious. Patient is senior citizen. responsive. shallow breathing. need ambulance quick.
disaster,fire,wildfire,1,This is an emergency. fire spreading real fast. Over and out.
medical,medical,heavy_bleeding,1,We need help. uncontrolled bleeding. Patient is elderly man. need help asap.
disaster,supply_request,other,,Mayday mayday. need supplies bad. need immediate response.
disaster,other,,,urgent help needed. hurry pls.
medical,medical,heavy_bleeding,1,urgent hlp needed. blood loss. Patient is adult male. rapid breathing. Please respond quickly.
medical,medical,heavy_bleeding,1,urgent hlp needed. uncontrolled bleeding. Patient is adult male. not breathing. critical. send someone fast pls.
medical,medical,light_bleeding,3,need help asap. small cut bleeding. Patient is teenager. severe. waiting 4 help.
medical,medical,heavy_bleeding,1,medical emerg. cant stop bleeding. Patient is infant. difficulty breathing. come quick.
medical,medical,injury,1,need help asap. mult injuries. Patient is teenager. alert and conscious. gasping for air. critical. Need medical help urgently.
disaster,supply_request,clothing,4,Urgent situation here. clothing destroyed. over n out.
disaster,flooding,street_flooding,3,emergency help. road impassable due to water. waiting for help.
medical,medical,illness,2,Urgent medical situation here. very high fever. unconscious. come quick.
disaster,missing_person,elderly,1,help us. senior missing help. elderly lost. send emergency services.
medical,medical,light_bleeding,3,Medical emergency!. slight bleeding. responsive. immediate response needed.
disaster,fire,structural_fire,2,Anyone there?. building on fire. apt complex burning. send help quick.
disaster,trapped,in_building,1,This is an emergency. can't get out of the house. need immediate response.
disaster,supply_request,other,,Help help. need supplies bad. hurry pls.
medical,medical,light_bleeding,3,Need urgent medical assistance!. minor injury with bleeding. Patient is senior citizen. pls respond quick.
medical,medical,heavy_bleeding,1,Emergency!. bleeding real bad. Patient is middle-aged person. super urgent. Please send ambulance immediately.
medical,medical,illness,2,somebody hurt help. stroke maybe idk. Patient is adult female. semi-conscious. hurry pls.
disaster,flooding,street_flooding,3,Mayday mayday. streets under water. cant get out flooded roads. help needed now.
disaster,supply_request,food,3,Need urgent assistance!. need food n water. need food bad. Send someone quickly.
medical,medical,light_bleeding,3,Help help. cut needs stitches. Patient is adult male. life threating. need help asap.
medical,medical,illness,2,somebody hurt help. allergic reaction. Patient is elderly man. rapid breathing. pls send ambulance asap.
medical,medical,unconscious,2,We need help. person is unconscious. Patient is teenager. shallow breathing. come quick.
disaster,other,,,urgent. send help quick.
disaster,other,,,emergency situation. Send emergency services.
medical,medical,illness,2,Emergency!. allergic reaction. breathing normally. situation deteriorating rapidly. Please send ambulance immediately.
medical,medical,light_bleeding,3,SOS. bleeding has slowed. Patient is adult female. in and out of consciousness. gasping for air. need ems.
disaster,structure_damage,severe,1,pls help. building collapsed help. building collapsed. Please send help immediately.
disaster,flooding,street_flooding,3,help needed asap. roads flooded. send emergency services.
disaster,infrastructure_damage,utility,2,Anyone there?. utility poles fallen. lines down everywhere. over n out.
disaster,utility,power_outage,4,need help now. no electric for hrs. no electricity for hours. over n out.
medical,medical,injury,1,Someone is hurt!. person has been injured. Patient is child. difficulty breathing. real bad. Please hurry.
medical,medical,injury,1,theres emergency here. injured in an accident. Patient is young adult. semi-conscious. Send someone as fast as possible.
disaster,missing_person,adult,2,urgent. missing person. Send emergency services.
disaster,infrastructure_damage,other,4,anybody there. comm towers down. communication towers down. pls respond.
medical,medical,illness,2,urgent hlp needed. person super ill. Patient is young adult. in and out of consciousness. need ambulance quick.
disaster,evacuation,voluntary,5,need assistance rn. thinking bout evacuating. hurry pls.
medical,medical,light_bleeding,3,Requesting immediate medical help. small wound bleeding. semi-conscious. rapid breathing. critical. come quick.
